comment,attack
"['fuckin', 'hate', 'ass', 'fuckin', 'love', 'ass']",1
"['yousoo', 'dumb', 'imm', 'well', 'dont', 'mean', 'x']",1
"['i', ""'m"", 'fake', 'r', 'sorry', 'liar']",1
"['ommmmf', 'omq', 'b', '3', 'h', 'cr', 'zy', 'n33d', 'yo', 'ck', 'mhm', 'ohkay']",1
"['virgin', 'course', 'stranger']",1
"['love', 'ur', 'comments', 'calling', 'hoe', 'slut', 'bitch', 'guess', 'wat', 'u', 'one', 'lol', 'lol', 'yeah', 'deff', 'get', 'lifee']",1
"['y0', 'lip', 'bitin', 'pic', 'uqlie', 'azz', 'fuck', 'n', 'ya', 'dick', 'small', 'alix', 'told', 'nigga', 'yew', 'juzz', 'ugly', 'bxtch', 'fuk', 'wrung', 'wid', 'yo', 'lyfe', 'aihh', 'nd', 'anit', 'gay', 'alix', 'anit', 'see', 'mi', 'dik', 'get', 'ghost', 'fuk', 'face', 'hoe']",1
"['ummm', 'weres', 'sattle', 'think', 'left', 'ur', 'room', 'lastnight', 'momz', 'need', 'back', 'hehe', '3', 'lmao', 'wtf', 'u', 'dork', 'lmao', 'hands', 'bak', 'said', 'u', 'brought', 'hahaha']",1
"['im', 'girl', 'make', 'sandwich']",1
"['know', 'never', 'said', 'ur', 'ugly', 'please', 'dot', 'comment', 'looks', 'learn', 'spell']",1
"['leave', 'frances', 'alone', 'seriously', 'dude', 'going', 'hurt', 'talking', 'talking', 'sabreena', 'time', 'aha', 'sorry', 'im', 'talking', 'sabreena', 'good', 'friends', 'dumbass']",1
"['7th', 'grade', 'stop', 'trying', 'grow', 'fast', 'cute', 'grow', 'pace', 'stfu', 'obviously', 'dont', 'know', 'dnt', 'try', 'grow', 'fast', 'becuz', 'chill', 'older', 'ppl']",1
"['smile4mexxx', 'trailer', 'trash', 'racist', 'fat', 'cow', 'bimbo', 'fucking', 'slut', 'worthless', 'hell', 'good', 'someone', 'using', 'body', 'sex', 'dumping', 'street', 'done', 'using', 'thats', 'veryy', 'nice']",1
"['virgin', 'lies', 'lies', 'yes', 'wtf']",1
"['aw', 'see', 'even', 'nico', 'nott', 'want', 'go', 'near', 'like', 'try', 'typeall', 'ghetto', 'dont', 'fucking', 'scare', 'bitch', 'ill', 'fucking', 'kill', 'faught', 'probably', 'bring', 'ghetto', 'friends', 'bahahaha', 'would', 'bella', 'kendall', 'pff', 'actually', 'would', 'love', 'go', 'near', 'im', 'kind', 'asshole', 'puts', 'sort', 'unfair', 'pressure', 'girl', 'shut', 'fuck', 'hardcore', 'cunt', 'probably', 'know', 'nothing', 'fighting', 'im', 'sure', 'get', 'fucked', 'real', 'fight', 'stop', 'acting', 'badass', 'go', 'aay', 'unless', 'gon', 'na', 'stop', 'bitch', 'something']",1
"['yeee', '119', 'questions', 'date', 'awesummm', 'fuck', 'yew']",1
"['oh', 'yeah', 'btw', 'anonomousvvvv', 'step', 'tew', 'amber', 'fought', 'ha', 'alreadii', 'dum', 'trikk', 'aint', 'sense', 'fitin', 'juss', 'ggunnah', 'lose', 'mmhm']",1
"['allow', 'anonymous', 'questions', 'balls', 'ask', 'q', 'name', 'go', 'fuck', 'self', 'never', 'ask', 'anon', 'q']",1
"['say', 'face', 'trick', 'ass', 'nigga', 'fxckin', 'murder', 'aint', 'tryna', 'make', 'body', 'feel', 'bad', 'hush', 'got', 'something', 'say', 'please', 'step', 'show', 'namee', 'fuckinn', 'bitch', 'whuss']",1
"['yuu', 'kno', 'yuu', 'lame', 'ndd', 'yuu', 'caint', 'tlkk', 'muchh', 'qurls', 'hav', 'yuu', 'seen', 'yurselff', 'hahahahahah', 'noooo', 'bxtch', 'yew', 'seen', 'yo', 'self', 'r', 'ya', 'ugly', 'ass']",1
"['like', 'pussy']",1
"['im', 'girl', 'make', 'sandwich']",1
"['sware', 'shxt', 'like', 'fite', 'anyone', 'wiinn', 'wellll', 'lil', 'stiiick', 'bitch', 'stop', 'trying', 'act', 'hard', 'srry', 'tht', 'ur', 'anonomous', 'u', 'say', 'shit', 'oh', 'yeah', 'dnt', 'try', 'tew', 'akt', 'hard', 'btw', 'juss', 'dnt', 'let', 'ppl', 'fuk', 'wit', 'like', 'u', 'stank', 'hoe', 'u', 'kan', 'hop', 'mah', 'shit', 'fuk', 'u', 'nice', 'dayy', 'bye', 'haterr']",1
"['realr', 'tatum', 'thats', 'cool', 'idgaf', 'get', 'dick', 'like', 'real', 'later']",1
"['hating', 'f', 'ck', 'next', 'week', 'haters', 'make', 'feel', 'important', 'life', 'care', 'life']",1
"['shemale', 'im', 'female', 'haha', 'wrote']",1
"['remind', 'dick', 'yayyyy', '3']",1
"['u', 'sooo', 'nastyy', 'naw', 'im', 'juz', 'freaky']",1
"['teachers', 'life', 'weirdest', 'thing', 'ever', 'seen', 'teacher', 'share', 'story', 'leave', 'one', 'word', 'reply', 'like', 'people', 'lmao', 'sex', 'one', 'teachers', 'weird']",1
"['oh', 'well', 'shiiit', 'hanging', 'older', 'people', 'get', 'friends', 'age', 'dumb', 'bitch', 'stfu', 'doo', 'dont', 'wrry', 'bout', 'mee']",1
"['besides', 'chick', 'starting', 'shit', 'wo', 'back', 'even', 'saying', 'amen', 'hahaha', 'pretty', 'much', 'annoying', 'except', 'kinda', 'compliment', 'people', 'think', 'im', 'fake']",1
"['fun', 'must', 'dull', 'life', 'loser']",1
"['call', 'shady', 'nickname', 'bitch', 'dxp', 'wat', 'bitch', 'nigga', 'name', 'showin', 'bitch', 'move', 'hating']",1
"['bryans', 'uglyyy', 'dum', 'hoe', '5', '19', '10', 'aha', 'yu', 'guys', 'make', 'ugly', 'couple', 'hes', '5', '9', '10', 'yurr', 'info', 'deff']",1
"['parents', 'addicts', 'dad', 'alcoholic']",1
"['old', 'r', 'u', 'ur', 'soooo', 'cute', 'cool', 'nawtttttttt', 'ugly', 'little', 'slut', 'bett', 'ur', 'gon', 'na', 'baby', 'time', 'u', 'turn', '13', 'think', 'cute', 'every', 'guy', 'everyone', 'thinks', 'ur', 'annoying', 'act', 'ur', 'age', 'really', 'bitch', 'r', 'grow', 'fuck', 'dont', 'act', 'age', 'r', 'fuck', 'actually', 'take', 'time', 'writing', 'shit', 'obviously', 'dont', 'give', 'shit', 'thinkkk', 'bt', 'dubbs', '13', 'fucking', 'dumbass', 'r', 'slut', 'really', 'r', 'wow', 'pathetic', 'imature', 'get', 'r', 'r', 'grow']",1
"['bitch', 'lol', 'vvv']",1
"['make', 'mad', 'tonsssss', 'hate', 'groups', 'myspace', 'care', 'anymore']",1
"['ask', 'questions', 'lmao', 'roney', 'get']",1
"['im', 'okay', 'ty', 'wubu2', 'hanging', 'friends']",1
"['lalaa', 'talk', 'much', 'shit', 'still', 'stepped', 'amber', 'like', 'said', 'fucking', 'transvestite', 'man', 'wtf', 'u', 'kan', 'hop', 'got', 'probs', 'wit', 'belive', 'shuwld', 'step', 'fuk', 'btw', 'im', 'transvestite', 'belive', 'thts', 'ur', 'mom']",1
"['pathetic', 'one', 'started', 'shit']",1
"['gay', 'haha', 'well', 'fat']",1
"['call', 'bitch', 'vv']",1
"['iightt', 'breaks', 'yur', 'heart', 'break', 'dickk', 'ahahaha', 'lol']",1
"['fucking', 'say', 'name', 'believe', 'typed', 'name', 'billy']",1
"['ugly', 'fuuuuck', 'betty', '10000', 'prettier', 'youuu', 'stopp', 'bitchhh', 'psh', 'yea', 'right']",1
"['mr', 'big', 'forehead', 'dating', 'huh', 'yes', 'whats']",1
"['bitch', 'rap', 'beta', 'den', 'yo', 'ugly', 'ass', 'lol', 'go', 'suk', 'dik', 'nigka', 'kum', 'check', 'outside', 'lakes', 'park', 'n', 'see', 'diz', 'anywaysz']",1
"['eres', 'gay', 'hahaha', 'otra', 'vez', 'con', 'la', 'misma', 'pregunta', 'u00acu00ac', 'xd', 'quien', 'sos']",1
"['gay', 'think', 'cool']",1
"['uhm', 'right', 'vvvvvvv', 'hadumbfuck', 'stop', 'starting', 'shit', 'everyone', 'kcoolbye', 'bitch', 'one', 'copying']",1
"['wan', 'na', 'show', 'one', 'poems', 'wrote', 'day', 'met', 'day', 'knew', 'i', ""'m"", 'gon', 'na', 'like', 'till', 'end', 'still', 'idc', 'never', 'wan', 'na', 'date', 'ever', 'blame', 'think', 'girl', 'friend', 'got', 'together', 'day', 'dumped', 'somthing', 'stupid']",1
"['im', 'okay', 'ty', 'wubu2', 'hanging', 'friends']",1
"['u', 'like', 'sex', 'uh', 'i', ""'m"", 'virgin']",1
"['u', 'play', 'gabe', 'wow', 'i', ""'m"", 'even', 'answering', 'legit', 'response', 'mind', 'business', 'thanks']",1
"['kum', 'den', 'wit', 'dat', 'big', 'dick', 'yew', 'got', 'ta', 'tell', 'mi', 'wea', 'ta', 'kum']",1
"['seee', 'im', 'makin', 'u', 'famous', 'dese', 'girls', 'crazi', 'dawg', 'lol', 'nigka', 'suk', 'big', 'ass', 'dik']",1
"['ballfuck', 'real', 'get', 'vv', 'thankyou']",1
"['sky', 'blue', 'sky', 'blue', 'mom']",1
"['going', 'tell', 'care', 'maybe', 'saying']",1
"['lick', 'dick', 'hahah']",1
"['fine', 'ur', 'geek', 'happy', 'yes', 'thank']",1
"['wut', 'mrs', 'f', 'wan', 'na', 'fuk', 'wat', 'anon', 'ahhh', 'mmmm', 'ehhhhh', 'lol', 'dont', 'sleep', 'ppl', 'dont', 'know', 'sori']",1
"['exactly', 'ur', 'hard', 'get', 'fuck', 'urself', 'get', 'get', 'fuck']",1
"['austin', 'big', 'small', 'dick', 'dont', 'ask']",1
"['lmao', 'uhh', 'ok', 'mess', 'ull', 'wake', 'one', 'day', 'patch', 'lmafo', 'wow', 'u', 'touch', 'hair', 'ull', 'die', 'sure', 'lmao', 'oud', 'get', 'soooper', 'tired', 'drunk', 'able', 'touch', 'hair', 'begin', 'lol']",1
"['true', 'kissed', 'ugly', 'cody', 'kid', 'one']",1
"['much', 'sex', 'type', 'question', 'sicko']",1
"['hi', 'offence', 'kinda', 'think', 'ur', 'slut', 'dont', 'wan', 'na', 'talk', 'shit', 'ru', 'honest', 'haha', 'im', 'love', 'ppl', 'talk', 'much', 'shit', 'ive', 'three', 'boyfrineds', 'past', 'two', 'years', 'im', 'talking', 'someone', 'right', 'noww']",1
"['hey', 'im', 'ashlee', 'im', 'tired', 'everyone', 'commenting', 'damn', 'formspring', 'talking', 'shit']",1
"['ur', 'gunna', 'get', 'jumped', 'u', 'stupid', 'bitch', 'fuck']",1
"['hope', 'yhu', 'dnt', 'thinkkk', 'yhur', 'prety', 'casue', 'yhur', 'well', 'uglierrrr', 'life', 'juss', 'get', 'lowerr', 'day', 'keep', 'talking', 'shit']",1
"['lalalalaaaa', 'question', 'really', 'bullshit']",1
"['wait', 'delete', 'q', 'arrest', 'ill', 'let', 'linger']",1
"['fucking', 'ugly', 'like', 'mom']",1
"['want', 'fuck', 'blondie', 'yes']",1
"['niggers', 'dude']",1
"['stay', 'formspring', 'even', 'know']",1
"['http', 'ihatejade', 'com', 'id', 's04t0k8djbpnf8wo9bzvf566wo4vh9', 'huh', 'wtf', 'site', 'fuckit', 'fuck', 'care', 'hahaha', 'lol']",1
"['fucked', 'anthony', 'u', 'dumb', 'hoe', 'bitch', 'tell', 'u', 'im', 'hesica', 'haha', 'false']",1
"['ok', 'really', 'put', 'stupid', 'skank', 'smd', 'haha', 'comebacks', 'get', 'new', 'ones', 'embrassing', 'yourselfr', 'elizabeth', 'u062a', 'rodriguez', 'love', 'fucking', 'two', 'faced', 'man', 'say', 'hi', 'every', 'day', 'fuck', 'problem', 'man', 'know', 'heres', 'new', 'comeback', 'hop', 'dick', 'bitch', 'go', 'comb', 'hairs', 'mole', 'fucking', 'two', 'faced', 'bitch', 'like', 'lil', 'friends', 'thanks', 'time', 'bitch', '3']",1
"['hey', 'suck', 'hoe', 'cruel']",1
"['didnt', 'workout', 'today', 'im', 'gon', 'na', 'redo', 'whole', 'weekr', 'omg', 'better', 'moody', 'real', 'cause', 'ill', 'like', 'slap', 'screen', 'lol']",1
"['wuhhddup', 'wit', 'ur', 'wannna', 'gangbangin', 'white', 'boy', 'look', 'hahaha', 'straight', 'lame', 'haha', 'aint', 'whit', 'boy', 'bitch', 'nigga', 'im', 'mexican', 'proud', 'get', 'fact', 'straight', 'bitch', 'tell', 'loser', 'nigga', 'get', 'life', 'dude']",1
"['girls', 'wan', 'na', 'tabi', 'since', 'using', 'pictures', 'obviously', 'hot', 'real', 'dumb', 'fucks', 'hahaahhaha', 'im', 'starting', 'take', 'compliment', 'lmao', 'hahahah', 'ddddddd']",1
"['squirt', 'sperm', 'pictures', 'umm', 'r', 'cool']",1
"['ur', 'really', 'odd', 'think', 'whys']",1
"['kaydoll', 'bettaa', 'rhubinathy', 'cuss', 'suck', 'dick', 'othe', 'fat', 'hoe', 'wont', 'luv', 'sluts', 'okay']",1
"['iz', 'yyo', 'cum', 'realie', 'gray', 'umm', 'wtf']",1
"['dearest', 'babydoll', 'vv', 'stop', 'trying', 'start', 'shit', 'grow', 'fuck', 'mean', 'really', 'living', 'ask', 'people', 'fake', 'ruin', 'peoples', 'lives', 'grow', 'balls', 'grow', 'stop', 'starting', 'stuff', 'awhhhh', 'thankyou']",1
"['lame', 'fuck', 'k', 'let', 'lame', 'dah', 'fuk', 'wurry', 'bwt', 'chorss']",1
"['would', 'u', 'ever', 'give', 'blowjob', 'would', 'u', 'ever', 'drink', 'sperm', 'becuase', 'really', 'want', 'wan', 'na', 'sex', 'much', 'even', 'funny', 'hard', 'get', 'u', 'thats', 'weird']",1
"['ha', 'bitches', 'talk', 'bout', 'austin', 'jealous', 'ha', 'cuz', 'austin', 'got', 'ca', 'ha', 'laugh', 'like', 'really', 'aint', 'got', 'anything', 'better', 'talk', 'austin', 'haha', 'dumb', 'bitches', 'swear', 'funny', 'hahahahaha', 'get', 'life', 'people', 'thank', 'love', 'rhiannon', '3']",1
"['vv3', 'h', '3xx', '0', 'h3r', 'nd', 'y0', 'p3n', 'm3lt', 'l', 'k3', 'p', 'zz', 'q00d', 'nd', 'y00', 'cum', '3', 'l', 'k3', 'h33', '3', 'k3', 'didnt']",1
"['tootsy', 'eww', 'gonnna', 'kick', 'yoo', 'ass', '0', 'lol']",1
"['little', 'sister', 'retarted', 'lmao', 'dont', 'know', 'u', 'talk', 'u', 'know', 'lmao']",1
"['i', ""'m"", 'sorry', 'r', 'cr', 'r', 'r', 'r', 'ihateyou', 'iloveme']",1
"['hey', 'hairy', 'ass', 'would', 'love', 'put', 'tounge', 'deep', 'eww', 'dude', 'get', 'life']",1
"['u', 'wnt', '2', 'suk', 'dick', 'umm', 'wan', 'na', 'catch', 'anything', 'sorry']",1
"['oh', 'yeah', 'hadid', 'know', 'emily', 'two', 'us', 'schools', 'band', 'voice', 'annoyed', 'annoyingly', ""'high"", 'oh', 'tell', 'nearly', 'knock', 'lol', 'tell', 'story', 'something', 'like', 'lol', 'lmfaooooooo']",1
"['know', 'think', 'gay']",1
"['suck', 'v4g', 'aww', 'thanks']",1
"['ur', 'really', 'odd', 'think', 'whys']",1
"['dick', 'face', 'dicks', 'faces']",1
"['eres', 'gay', 'hahaha', 'otra', 'vez', 'con', 'la', 'misma', 'pregunta', 'u00acu00ac', 'xd', 'quien', 'sos']",1
"['see', 'see', 'nothing', 'foolish', 'child']",1
"['didnt', 'workout', 'today', 'im', 'gon', 'na', 'redo', 'whole', 'weekr', 'omg', 'better', 'moody', 'real', 'cause', 'ill', 'like', 'slap', 'screen', 'lol']",1
"['yourr', 'suchh', 'sluuttt', 'ya', 'tu', 'sabes']",1
"['youz', 'hoe', 'baybay', 'im', 'nawt', 'hoe', 'ur', 'weenie']",1
"['retarded', 'never', 'mind', 'k']",1
"['cj', 'gay', 'cjayss', 'mah', 'buddy', 'wtf', 'yur', 'gay']",1
"['remind', 'dick', 'yayyyy', '3']",1
"['leave', 'kasey', 'alone', 'hell', 'lot', 'nicer', 'shut', 'yo', 'damn', 'mouf', 'yes', 'purposely', 'spelled', 'word', 'wrong', 'need', 'correct', 'hah', 'fuck', 'ganna', 'r', 'shows', 'much', 'know', 'fucking', 'pussy', 'dont', 'even', 'put', 'name']",1
"['actually', 'dont', 'fromspring', 'account', 'yea', 'say', 'name', 'im', 'never', 'going', 'see', 'little', 'pathetic', 'self', 'daniela', 'happy', 'going', 'stop', 'looking', 'like', 'hoe', 'daniela']",1
"['i', ""'m"", 'texting', 'right', 'respond', 'i', ""'m"", 'going', 'burn', 'house', 'i', ""'m"", 'mean', 'pryce']",1
"['would', 'rather', 'fuck', 'suck', 'touch', 'dick', 'lets', 'go', 'uh', 'let', '3']",1
"['3', 'wow', 'ashleeee', 'fakes', 'amuse', 'lmao', 'okay', 'retarded', 'keep', 'page', 'upp', 'retarded']",1
"['one', 'information', 'wtf', 'life', 'best', 'think', 'twice', 'try', 'steal', 'stuff', 'bitch', 'bitch', 'fuck', 'said', 'stealiing', 'stuff', 'dumb', 'fuck']",1
"['love', 'u', 'life', '3', 'hahaahahahaaha', 'actuallyyy', 'life', 'sayin', 'love', 'life', 'seriously', 'laughed', 'read', 'dont', 'life', 'bcause', 'one', 'likes', 'dumb', 'bitch', 'get', 'striaght', 'headu2665', 'hahahaha', 'okay']",1
"['lmfao', 'person', 'say', 'southwood', 'gay', 'southwood', 'main', 'school', 'thee', 'unwanted', 'retarded', 'unreasonable', 'drama', 'stupidest', 'people', 'life', 'nobody', 'likes', 'word']",1
"['sarah', 'stanford', 'takes', 'butthole', 'youur', 'mean', 'stop', 'hating']",1
"['would', 'u', 'go', '8th', 'grader', 'named', 'collin', 'stewart', 'nah', 'dont', 'think']",1
"['y0', 'lip', 'bitin', 'pic', 'uqlie', 'azz', 'fuck', 'n', 'ya', 'dick', 'small', 'alix', 'told', 'nigga', 'yew', 'juzz', 'ugly', 'bxtch', 'fuk', 'wrung', 'wid', 'yo', 'lyfe', 'aihh', 'nd', 'anit', 'gay', 'alix', 'anit', 'see', 'mi', 'dik', 'get', 'ghost', 'fuk', 'face', 'hoe']",1
"['slut', 'r', 'insert', 'winky', 'face']",1
"['ya', 'know', 'cuz', 'letting', 'know', 'r', 'name', 'tatum', 'krista', 'fucking', 'stupid', 'like', 'seriously', 'mentally', 'retarded', 'stupid', 'laterrrzzz']",1
"['hi', 'name', 'andrew', 'want', 'fuck', 'brains', 'hoe', 'woah', 'woah', 'nice']",1
"['comebacks', 'suck', 'balls', 'like', 'said']",1
"['friends', 'hoe', 'ass', 'bitch', 'daniela', 'care', 'soo', 'much', 'hater']",1
"['top', '5', 'ugliest', 'people', 'ive', 'ever', 'seen', 'hahaha', 'funny', 'cant', 'even', 'see', 'top', 'friends', 'dont', 'top', 'five', 'anyways']",1
"['hi', 'name', 'andrew', 'want', 'fuck', 'brains', 'hoe', 'woah', 'woah', 'nice']",1
"['hahah', 'man', 'gigglez', 'think', 'kinda', 'girly', 'soooo', 'ur', 'gay', 'man']",1
"['picture', 'looks', 'shopped', 'told', 'monitor', 'punch', 'face', 'like']",1
"['watch', 'porn', 'haha', 'funny', 'question', 'would', 'answer', 'butt', 'mattr']",1
"['betty', 'like', 'adorable', 'look', 'like', 'crack', 'heads', 'shit', 'toilet', 'dear', 'even', 'make', 'sense']",1
"['dont', 'givafuck', 'ur', 'friendless', 'previously', 'stated', 'one', 'comments', 'except', 'firey', 'bitch', 'ahaha', 'friends', 'know', 'try', 'teach', 'life']",1
"['i', ""'m"", 'going', 'poke', 'eyeballs', 'want', 'know', 'bad', 'i', ""'m"", 'telling', 'p', 'lmao', 'u', 'need', 'anger', 'management', 'classes', 'lady', 'tell', 'u', 'err', 'night', 'u', 'go', 'pick', 'shoe', 'throw', 'rocks', 'pots', 'pans', 'lmao', 'hides', 'u', 'violent', 'lol']",1
"['bitchezz', 'beloww', 'would', 'say', 'ur', 'name', 'yeww', 'put', 'anonymus', 'pussy', 'ass', 'bitchez', 'talkin', 'shit', 'alexis', 'ckan', 'show', 'herr', 'fuken', 'boobs', 'wants', 'jealous', 'cuz', 'yeww', 'prolly', 'gawt', 'ok', 'tho', 'bitch', 'wen', 'sayz', 'write', 'lmao', 'haters', '3']",1
"['get', 'brain', 'day', 'either', 'handing', 'people', 'would', 'use']",1
"['zip', 'dumpster', 'baby', 'get', 'anymore', 'lesbian', 'hahahahaha', 'actually', 'wtf', 'hahahaha']",1
"['b3', 'pu', 'n', 'pu', 'zzy', '0n', 'd3', 'burn', 'n', '3c0nd', 'l', '0', 'd0', 'b3', 'd33p', 'thr0', 'n', 'vv0rld', 'c', 'n', 'h0v3', '13', 'nch3', 'd0wn', 'hr0', '0nc3', 'n', 'ly', 'nq', 'well', 'lem', 'me', 'trow', 'mine', 'dnt', 'yo', 'thoart', 'nd', 'idnt', 'eat', 'pussy', 'ya', 'wont', 'duin', 'dat']",1
"['fucking', 'hope', 'move', 'bitch', 'good', 'thing', 'even', 'showing', 'name', 'say', 'didnt', 'wan', 'na', 'go', 'brock']",1
"['telling', 'find', 'probably', 'wo', 'hard', 'though', 'haha', 'oh', 'yeah', 'fml', 'youz', 'bitchass', 'nigga']",1
"['love', 'laura', 'yeah', 'woped', 'ass', 'fuck', 'face', 'v', 'love', 'kiddo', 'thankss']",1
"['grosss', 'face', 'nasty', 'see', 'complaining']",1
"['yhuuu', 'ready', 'get', 'yhur', 'beat', 'saturdayy', 'try', 'wo', 'happen', 'know', 'ass', 'still', 'talking', 'like', 'talk', 'ugly', 'bitchessss']",1
"['http', 'www', 'ihateyounatalie', 'com', 'id', '2144858', 'im', 'falling', 'one']",1
"['virgin', 'lies', 'lies', 'yes', 'wtf']",1
"['one', 'ugliest', 'bitches', 'ever', 'fucking', 'seen', 'seen', 'face', 'lately', 'would', 'talkin', 'hun']",1
"['i', ""'m"", 'sorry', 'r', 'cr', 'r', 'r', 'r', 'ihateyou', 'iloveme']",1
"['telling', 'find', 'probably', 'wo', 'hard', 'though', 'haha', 'oh', 'yeah', 'fml', 'youz', 'bitchass', 'nigga']",1
"['gahaha', 'xd', 'whip', 'ass', 'lmfaoo', 'lmfao']",1
"['ew', 'fuckkk', 'shes', 'ugly', 'fuuucckkk', 'ugly', 'fuck', 'would', 'talking', 'retard', 'know', 'pretty', 'girl', 'see', 'one']",1
"['ilovesimoa', '3', 'iloveyourpenis']",1
"['yo', 'vagina', 'flappy', 'lmfao', 'idnt', 'one']",1
"['quit', 'fishing', 'compliment', 'saying', 'ugly', 'annoying', 'wellll', 'im', 'fishing', 'annoying', 'go', 'something', 'else', 'rude']",1
"['lame', 'ass', 'oviously', 'iloveyouhh', 'moree', 'ur', 'extra', 'extra', 'lame', 'inkorrekt', 'obvious', 'love', 'alani']",1
"['whose', 'betaa', 'www', 'formspring', 'kaydollbitchh', 'www', 'formspring', 'rubinathy15', 'dont', 'find', 'get', 'page', 'mmkayy', 'thanks']",1
"['one', 'ugliest', 'bitches', 'ever', 'fucking', 'seen', 'seen', 'face', 'lately', 'would', 'talkin', 'hun']",1
"['u', 'play', 'gabe', 'wow', 'i', ""'m"", 'even', 'answering', 'legit', 'response', 'mind', 'business', 'thanks']",1
"['wan', 'na', 'die']",1
"['picture', 'looks', 'shopped', 'told', 'monitor', 'punch', 'face', 'like']",1
"['top', '5', 'ugliest', 'people', 'ive', 'ever', 'seen', 'hahaha', 'funny', 'cant', 'even', 'see', 'top', 'friends', 'dont', 'top', 'five', 'anyways']",1
"['go', 'hell', 'xd', 'go', 'hell', 'ugly', 'wannabe', 'scene', 'chick']",1
"['frances', 'gross', 'nastiest', 'couple', 'ive', 'ever', 'freakin', 'seen', 'way', 'league', 'like', 'joke', 'appreciate', 'trying', 'help', 'working', 'go', 'away', 'stop', 'jealous', 'yeah']",1
"['dont', 'tell', 'love', 'dont', 'u', 'last', 'longer']",1
"['fucking', 'say', 'name', 'believe', 'typed', 'name', 'billy']",1
"['swear', 'fucking', 'god', 'bitch', 'hate', 'much', 'think', 'add', 'people', 'talk', 'shit', 'pages', 'haha', 'naaa', 'yuuu', 'must', 'got', 'us', 'fucked', 'im', 'going', 'hunt', 'ass', 'beat', 'shit', 'youu', 'hands', 'kbitchhhh', 'lame', 'ass', 'joke', 'ca', 'shit']",1
"['fuck', 'even', 'person']",1
"['lip', 'u', 'get', 'pierced', 'dominic', 'asshole', '3']",1
"['headache', 'would', 'give', 'came', 'door', 'told', 'one', 'penis']",1
"['learn', 'spell', 'learn', 'tell', 'apart', 'typo', 'spelling', 'error', 'learn', 'proper', 'fake', 'learn', 'keep', 'damn', 'mouth', 'shut']",1
"['ballfuck', 'real', 'get', 'vv', 'thankyou']",1
"['faggot', 'going', 'edc', 'god', 'damn', 'almost', 'much', 'bitch', 'thad', 'near', 'zach', 'least', 'love']",1
"['leave', 'texas', 'bitch', 'one', 'wants', 'quit', 'hating', 'texas', 'brock', 'perfectly', 'fine', 'without', 'bitch', 'sooo', 'leave', 'okay', 'buy', 'plane', 'tickettttttttttttttttt', 'thankyou']",1
"['yew', 'eva', 'cunsidered', 'smashin', 'whit3', 'gurl', 'wit', 'nice', 'nipples', 'sure', 'nd', 'ihave', 'smashed', 'white', 'gurl']",1
"['lmfao', 'lmfao', 'lmfao', 'lmfao', 'rofl', '3', 'peyton', 'wan', 'na', 'cassie', 'lmfao', 'thats', 'mean', 'ahaa', 'mean', 'buh', 'truee']",1
"['u', 'big', 'nose', 'seriously', 'girl', 'big', 'nose', 'big']",1
"['oh', 'bitch', 'ca', 'hide', 'cus', 'i', ""'m"", 'gon', 'na', 'find', 'gon', 'problem', 'hoe', 'hide', 'frm', 'wtf', 'aint', 'hidin', 'noone', 'sawgrass', 'ull', 'find', 'oh', 'yeah', 'royal', 'palm', 'like', 'f', 'hoe', 'u', 'dnt', 'skare']",1
"['chilling', 'u', 'homo', '2500msg', 'jezz', 'u', 'nerd', 'lmao', 'p', 'lmao', 'hmm', 'lost', 'times', 'u', 'calling', 'nerd', 'havent', 'longest', 'time', 'wea', 'u', 'hiding', 'nerd', 'thats', 'right', 'geeking', 'lol']",1
"['shemale', 'im', 'female', 'haha', 'wrote']",1
"['ayee', 'tootsyy', 'girl', 'iss', 'fuckkin', 'f', 'k', 'e', 'yeah', 'know', 'writing', 'questionss', 'funny', 'shit']",1
"['nigga', 'offends', 'hahaha', 'jkr', 'ends', 'vowel', 'ahh', 'funk', 'sideways', 'theres', 'tons', 'people', 'names', 'end', 'vowels']",1
"['hey', 'aujala', 'r', 'hey', 'whoree']",1
"['bitch', 'fuck', 'i', ""'m"", 'dog', 'hun']",1
"['n', 'qq', 'l3', 'v3', 'l', 'x', 'l0n3', 'h3', 'n3', 'n', 'qq', 'hh', 'wtf', 'iluk', 'gay', 'datz', 'mi', 'homeboi']",1
"['stop', 'saying', 'gon', 'na', 'something', 'flirts', 'guys', 'im', 'pretty', 'sure', 'camila', 'would', 'whoop', 'ass', 'try', 'touching', 'laura', 'little', 'girls', 'need', 'grow', 'fuck', 'learn', 'bitch', 'cool', 'thanks', 'julie', '3r', 'love']",1
"['dude', 'seems', 'like', 'everyone', 'hates', 'delete', 'socialing', 'sites', 'care']",1
"['exactly', 'ur', 'hard', 'get', 'fuck', 'urself', 'get', 'get', 'fuck']",1
"['yousoo', 'dumb', 'imm', 'well', 'dont', 'mean', 'x']",1
"['http', 'www', 'meatspin', 'com', 'wtf']",1
"['ima', 'bite', 'da', 'tip', 'yo', 'dick', 'offf', 'n', 'splatter', 'itty', 'bitty', 'pieces', 'oh', 'naw', 'ianit', 'dat', 'ish', 'ineed', 'dik']",1
"['baha', 'actually', 'im', 'going', 'go', 'bitch', 'fucking', 'stupid', 'real', 'ashlee', 'proof', 'video', 'dumb', 'probably', 'old', 'man', 'behind', 'computer', 'screen', '3', 'go', 'fuck', '3', 'nope']",1
